id_espaco,rua,tipo_ibge,lat,lon,nome_estab
IBGE-276851,"RUA LAGARTO, 1018",Residencial,-10.915504,-37.054138,
IBGE-276852,"RUA LAGARTO, 1018",Residencial,-10.915504,-37.054138,
IBGE-276853,"RUA LAGARTO, 1018",Residencial,-10.915504,-37.054138,
IBGE-276854,"RUA LAGARTO, 1018",Residencial,-10.915504,-37.054138,
IBGE-276855,"RUA LAGARTO, 1018",Residencial,-10.915504,-37.054138,
IBGE-276856,"RUA LAGARTO, 1018",Residencial,-10.915504,-37.054138,
IBGE-276857,"RUA LAGARTO, 1018",Residencial,-10.915516,-37.054495,
IBGE-276858,"RUA LAGARTO, 1018",Residencial,-10.915516,-37.054495,
IBGE-276859,"RUA LAGARTO, 1018",Residencial,-10.915516,-37.054495,
IBGE-214975659,"RUA LAGARTO, 1018",Residencial,-10.91543,-37.054535,
IBGE-276592,"RUA MARUIM, 722",Residencial,-10.915031,-37.054035,
IBGE-276593,"RUA MARUIM, 728",Residencial,-10.915024,-37.054425,
IBGE-276595,"RUA MARUIM, 728",Loja/Comércio/Serviço,-10.915092,-37.054497,DIST ITAPEROA
IBGE-276596,"RUA MARUIM, 738",Residencial,-10.915057,-37.054603,
IBGE-276598,"RUA MARUIM, 750",Residencial,-10.915023,-37.054709,
IBGE-214975512,"RUA MARUIM, 766",Loja/Comércio/Serviço,-10.915098,-37.054871,GALERIA
IBGE-214975518,"RUA MARUIM, 746",Residencial,-10.915023,-37.054873,
IBGE-214975562,"RUA MARUIM, 0",Loja/Comércio/Serviço,-10.914978,-37.053478,SEM DENOMINACAO
IBGE-276712,"RUA MARUIM, 0",Loja/Comércio/Serviço,-10.915026,-37.052996,SEM DENOMINACAO
IBGE-276713,"RUA MARUIM, 536",Loja/Comércio/Serviço,-10.915038,-37.053122,CEO INTELIGENCIA IMOBILIARIA
IBGE-276714,"RUA MARUIM, 520",Residencial,-10.91498,-37.052865,
IBGE-276714,"RUA MARUIM, 520",Loja/Comércio/Serviço,-10.91498,-37.052865,SALAO DE BELEZA
IBGE-276715,"RUA MARUIM, 536",Loja/Comércio/Serviço,-10.914995,-37.053083,RE BOBO
IBGE-276716,"RUA MARUIM, 544",Loja/Comércio/Serviço,-10.915024,-37.053181,VARANDINHA
IBGE-276720,"RUA MARUIM, 600",Loja/Comércio/Serviço,-10.914975,-37.053381,VISOLAB
IBGE-276722,"RUA MARUIM, 624",Residencial,-10.915017,-37.053652,
IBGE-276727,"RUA MARUIM, 643",Residencial,-10.915008,-37.05382,
IBGE-276731,"RUA MARUIM, 587",Serviço Público/Privado,-10.914962,-37.053316,COLEGIO GABARITO
IBGE-276732,"RUA MARUIM, 565",Residencial,-10.915071,-37.053179,
IBGE-276774,"RUA MARUIM, 767",Loja/Comércio/Serviço,-10.915059,-37.054895,SINDIJOR
IBGE-276775,"RUA MARUIM, 761",Residencial,-10.914962,-37.054903,
IBGE-276776,"RUA MARUIM, 759",Residencial,-10.914983,-37.054864,
IBGE-276777,"RUA MARUIM, 751",Residencial,-10.914962,-37.054831,
IBGE-276778,"RUA MARUIM, 747",Residencial,-10.915059,-37.054786,
IBGE-276779,"RUA MARUIM, 739",Residencial,-10.915006,-37.054662,
IBGE-276780,"RUA MARUIM, 733",Residencial,-10.915105,-37.054523,
IBGE-276781,"RUA MARUIM, 727",Loja/Comércio/Serviço,-10.915011,-37.05448,SEM DENOMINACAO
IBGE-276782,"RUA MARUIM, 719",Residencial,-10.915146,-37.054387,
IBGE-276783,"RUA MARUIM, 707",Loja/Comércio/Serviço,-10.915043,-37.054363,SINPROSE
IBGE-214975624,"RUA MARUIM, 1010",Religioso,-10.914955,-37.054355,IGREJA ADVENTISTA DO SETIMO DIA
IBGE-276600,"AVENIDA GONCALO PRADO ROLLEMBERG, 911",Galpão/Ruína/Obra,-10.914418,-37.054973,
IBGE-276601,"AVENIDA GONCALO PRADO ROLLEMBERG, 909",Residencial,-10.914621,-37.055023,
IBGE-276602,"AVENIDA GONCALO PRADO ROLLEMBERG, 901",Loja/Comércio/Serviço,-10.914555,-37.055103,ESCRITORIO
IBGE-276603,"AVENIDA GONCALO PRADO ROLLEMBERG, 895",Loja/Comércio/Serviço,-10.914516,-37.055031,ESCRITORIO DE ADVOCACIA
IBGE-276604,"AVENIDA GONCALO PRADO ROLLEMBERG, 887",Loja/Comércio/Serviço,-10.914405,-37.054989,CLARO
IBGE-276871,"AVENIDA GONCALO PRADO ROLLEMBERG, 1027",Loja/Comércio/Serviço,-10.915648,-37.055025,OSAF
IBGE-276872,"AVENIDA GONCALO PRADO ROLLEMBERG, 1013",Loja/Comércio/Serviço,-10.915591,-37.055019,SEM DENOMINACAO
IBGE-276873,"AVENIDA GONCALO PRADO ROLLEMBERG, 999",Loja/Comércio/Serviço,-10.9154,-37.054987,COPYGRAF
IBGE-274690,"AVENIDA CARLOS BURLAMARQUI, 205",Loja/Comércio/Serviço,-10.90727,-37.053587,BEM FEITO ARTESANATO
IBGE-274693,"AVENIDA CARLOS BURLAMARQUI, 199",Loja/Comércio/Serviço,-10.907318,-37.05348,BAR DO BRITO
IBGE-274694,"AVENIDA CARLOS BURLAMARQUI, 195",Residencial,-10.90731,-37.053322,
IBGE-274689,"AVENIDA CARLOS BURLAMARQUI, 191",Residencial,-10.907308,-37.053261,
IBGE-274696,"AVENIDA CARLOS BURLAMARQUI, 183",Residencial,-10.907367,-37.053334,
IBGE-274697,"AVENIDA CARLOS BURLAMARQUI, 179",Residencial,-10.907293,-37.053057,
IBGE-274698,"AVENIDA CARLOS BURLAMARQUI, 0",Residencial,-10.907354,-37.053193,
IBGE-274700,"AVENIDA CARLOS BURLAMARQUI, 165",Residencial,-10.907271,-37.053106,
IBGE-274701,"AVENIDA CARLOS BURLAMARQUI, 161",Residencial,-10.907202,-37.053093,
IBGE-274702,"AVENIDA CARLOS BURLAMARQUI, 155",Residencial,-10.907331,-37.053051,
IBGE-274704,"AVENIDA CARLOS BURLAMARQUI, 145",Residencial,-10.907344,-37.052919,
IBGE-274705,"AVENIDA CARLOS BURLAMARQUI, 141",Residencial,-10.907424,-37.05285,
IBGE-274706,"AVENIDA CARLOS BURLAMARQUI, 131",Loja/Comércio/Serviço,-10.907443,-37.052825,BELLAS SHOES
IBGE-274708,"AVENIDA CARLOS BURLAMARQUI, 129",Residencial,-10.907446,-37.052724,
IBGE-274688,"AVENIDA CARLOS BURLAMARQUI, 109",Loja/Comércio/Serviço,-10.907319,-37.05261,CANTINHO DA MONICA
IBGE-274712,"AVENIDA CARLOS BURLAMARQUI, 105",Residencial,-10.907297,-37.052517,
IBGE-274713,"AVENIDA CARLOS BURLAMARQUI, 101",Residencial,-10.907374,-37.052504,
IBGE-274715,"AVENIDA CARLOS BURLAMARQUI, 97",Residencial,-10.907394,-37.052456,
IBGE-274714,"AVENIDA CARLOS BURLAMARQUI, 85",Loja/Comércio/Serviço,-10.907451,-37.052451,ANDRADE PARK ESTACIONAMENTO
IBGE-274718,"AVENIDA CARLOS BURLAMARQUI, 65",Loja/Comércio/Serviço,-10.907523,-37.052106,LOJAO DAS FERRAMENTAS
IBGE-274720,"AVENIDA CARLOS BURLAMARQUI, 41",Loja/Comércio/Serviço,-10.907487,-37.052055,OFICINA
IBGE-274721,"AVENIDA CARLOS BURLAMARQUI, 43",Loja/Comércio/Serviço,-10.907458,-37.052033,ESTABELECIMENTO VAGO
IBGE-274722,"AVENIDA CARLOS BURLAMARQUI, 35",Loja/Comércio/Serviço,-10.907411,-37.052007,VAGO
IBGE-274723,"AVENIDA CARLOS BURLAMARQUI, 29",Loja/Comércio/Serviço,-10.907464,-37.051864,MAGA CELL
IBGE-274724,"AVENIDA CARLOS BURLAMARQUI, 29",Loja/Comércio/Serviço,-10.907383,-37.051905,VAGO
IBGE-274707,"AVENIDA CARLOS BURLAMARQUI, 157",Residencial,-10.907311,-37.053042,
IBGE-274573,"AVENIDA COELHO E CAMPOS, 0",Loja/Comércio/Serviço,-10.906212,-37.049878,ESCRITORIO DO GBARBOSA
IBGE-274801,"AVENIDA COELHO E CAMPOS, 279",Loja/Comércio/Serviço,-10.906172,-37.051835,ACAI CENTER DISTRIBUIDORA
IBGE-274802,"AVENIDA COELHO E CAMPOS, 215",Loja/Comércio/Serviço,-10.906176,-37.05146,GBARBOSA ATACADO
IBGE-274803,"AVENIDA COELHO E CAMPOS, 167",Loja/Comércio/Serviço,-10.906174,-37.050825,CASA DAS TINTAS
IBGE-274804,"AVENIDA COELHO E CAMPOS, 127",Loja/Comércio/Serviço,-10.906243,-37.050483,LOJAS GUANABARA
IBGE-189482806,"AVENIDA COELHO E CAMPOS, 159",Loja/Comércio/Serviço,-10.906138,-37.050636,MENDONCA PLASTICOS
IBGE-274657,"AVENIDA DOUTOR CARLOS FIRPO, 90",Loja/Comércio/Serviço,-10.90819,-37.050915,CASA DO ROLAMENTO
IBGE-189482640,"AVENIDA DOUTOR CARLOS FIRPO, 277",Loja/Comércio/Serviço,-10.907988,-37.050973,MARIVALDA CONFECCOES
IBGE-189482642,"AVENIDA DOUTOR CARLOS FIRPO, 277",Loja/Comércio/Serviço,-10.907958,-37.051046,ISIDORO CONFECCOES
IBGE-189482643,"AVENIDA DOUTOR CARLOS FIRPO, 277",Loja/Comércio/Serviço,-10.907984,-37.05105,FORMOSA MODA FEMININA
IBGE-189482644,"AVENIDA DOUTOR CARLOS FIRPO, 277",Loja/Comércio/Serviço,-10.907889,-37.051074,ELEGANCE
IBGE-274658,"AVENIDA DOUTOR CARLOS FIRPO, 77",Loja/Comércio/Serviço,-10.908126,-37.051148,FARMACIA DO TRABALHADOR SAO FRANCISCO DE ASSIS
IBGE-274659,"AVENIDA DOUTOR CARLOS FIRPO, 73",Loja/Comércio/Serviço,-10.908266,-37.051111,PONTO DA MODA
IBGE-274660,"AVENIDA DOUTOR CARLOS FIRPO, 69",Loja/Comércio/Serviço,-10.908246,-37.051079,KARIB JOIAS
IBGE-274662,"AVENIDA DOUTOR CARLOS FIRPO, 59",Loja/Comércio/Serviço,-10.908426,-37.051073,SOFIA PRESENTES
IBGE-274663,"AVENIDA DOUTOR CARLOS FIRPO, 55",Loja/Comércio/Serviço,-10.908487,-37.051068,LN ATACADO E VAREJO
IBGE-274664,"AVENIDA DOUTOR CARLOS FIRPO, 49",Loja/Comércio/Serviço,-10.908565,-37.050954,SONOCLASS COLCHOES
IBGE-274665,"AVENIDA DOUTOR CARLOS FIRPO, 43",Loja/Comércio/Serviço,-10.908596,-37.051093,CASA DAS FLORES
IBGE-274666,"AVENIDA DOUTOR CARLOS FIRPO, 31",Loja/Comércio/Serviço,-10.908614,-37.050889,MISLAINE CALCADOS
IBGE-274667,"AVENIDA DOUTOR CARLOS FIRPO, 37",Loja/Comércio/Serviço,-10.908487,-37.050677,LOJA DE CALCADOS
IBGE-274671,"AVENIDA DOUTOR CARLOS FIRPO, 27",Galpão/Ruína/Obra,-10.908636,-37.050806,
IBGE-274668,"AVENIDA DOUTOR CARLOS FIRPO, 23",Loja/Comércio/Serviço,-10.908616,-37.050891,LOJA DE ROUPAS INFANTIS
IBGE-274670,"AVENIDA DOUTOR CARLOS FIRPO, 11",Loja/Comércio/Serviço,-10.908795,-37.050535,ESQUINA DA MODA
IBGE-189482656,"AVENIDA DOUTOR CARLOS FIRPO, 67",Loja/Comércio/Serviço,-10.908385,-37.051096,EXCLUSIVA LINGERIE
IBGE-274792,"AVENIDA DOUTOR CARLOS FIRPO, 170",Loja/Comércio/Serviço,-10.90768,-37.0514,CARROSSEL KIDS
IBGE-274793,"AVENIDA DOUTOR CARLOS FIRPO, 170",Loja/Comércio/Serviço,-10.907856,-37.051283,GEO MODAS
IBGE-274794,"AVENIDA DOUTOR CARLOS FIRPO, 198",Loja/Comércio/Serviço,-10.907601,-37.051662,CASA DO FIO
IBGE-274795,"AVENIDA DOUTOR CARLOS FIRPO, 206",Loja/Comércio/Serviço,-10.907407,-37.05164,FANG BIJUTERIA
IBGE-274796,"AVENIDA DOUTOR CARLOS FIRPO, 218",Loja/Comércio/Serviço,-10.907391,-37.051721,CASA DO PARAFUSO
IBGE-274798,"AVENIDA DOUTOR CARLOS FIRPO, 230",Loja/Comércio/Serviço,-10.907132,-37.051608,PONTO 12 99
IBGE-274799,"AVENIDA DOUTOR CARLOS FIRPO, 234",Loja/Comércio/Serviço,-10.907125,-37.051647,FARMACIA DO TRABALHADOR PERMANENTE
IBGE-274800,"AVENIDA DOUTOR CARLOS FIRPO, 238",Loja/Comércio/Serviço,-10.907059,-37.051702,REDE DE FARMACIAS MAIS BARATO
IBGE-189482796,"AVENIDA DOUTOR CARLOS FIRPO, 170",Loja/Comércio/Serviço,-10.907783,-37.051365,SINTONIA MODAS
IBGE-189482798,"AVENIDA DOUTOR CARLOS FIRPO, 170",Loja/Comércio/Serviço,-10.9077,-37.05133,TOP JEANS
IBGE-189482799,"AVENIDA DOUTOR CARLOS FIRPO, 170",Loja/Comércio/Serviço,-10.907676,-37.051275,BRENO MARCAS
IBGE-189482801,"AVENIDA DOUTOR CARLOS FIRPO, 170",Loja/Comércio/Serviço,-10.907697,-37.051326,LATICINIOS SERTANEJO
IBGE-189482802,"AVENIDA DOUTOR CARLOS FIRPO, 170",Loja/Comércio/Serviço,-10.907511,-37.051067,ESTACIONAMENTO
IBGE-189482803,"AVENIDA DOUTOR CARLOS FIRPO, 178",Loja/Comércio/Serviço,-10.907615,-37.051367,LOJAO MODA 15
IBGE-189482804,"AVENIDA DOUTOR CARLOS FIRPO, 182",Loja/Comércio/Serviço,-10.907645,-37.051567,GALERIA AJU
IBGE-274814,"AVENIDA DOUTOR CARLOS FIRPO, 284",Loja/Comércio/Serviço,-10.906645,-37.051949,SINDICATO DOS EMPREGADOS NO COMERCIO DE ARACAJU E ABRANGENCIAS INTERMUNICIPAIS DO ESTADO DE SERGIPE
IBGE-274682,"PRACA JOAO XXIII, 442",Loja/Comércio/Serviço,-10.908575,-37.051509,MARELY LANCHES
IBGE-274683,"PRACA JOAO XXIII, 0",Loja/Comércio/Serviço,-10.9084,-37.051455,ARQUIVO DO HOSPITAL JOAO ALVES
IBGE-189482666,"PRACA JOAO XXIII, 238",Loja/Comércio/Serviço,-10.908743,-37.051462,DENTISTA
IBGE-189482667,"PRACA JOAO XXIII, 238",Loja/Comércio/Serviço,-10.908754,-37.051522,THALITA TEM
IBGE-274684,"PRACA JOAO XXIII, 0",Loja/Comércio/Serviço,-10.90811,-37.052145,TERMINAL RODOVIARIO GOVERNADOR LUIZ GARCIA
IBGE-189482668,"PRACA JOAO XXIII, 0",Loja/Comércio/Serviço,-10.908865,-37.051725,TERMINAL DE INTEGRACAO FERNANDO SAVIO
IBGE-274727,"PRACA JOAO XXIII, 30",Loja/Comércio/Serviço,-10.908013,-37.051844,CASA DO BOLO
IBGE-274728,"PRACA JOAO XXIII, 36",Loja/Comércio/Serviço,-10.908007,-37.051856,CENTRO DIAGNOSTICO ARACAJU
IBGE-274729,"PRACA JOAO XXIII, 42",Loja/Comércio/Serviço,-10.907907,-37.051957,CASA O BOMBOM
IBGE-274730,"PRACA JOAO XXIII, 48",Loja/Comércio/Serviço,-10.907982,-37.052009,MARIA FESTEIRA
IBGE-274731,"PRACA JOAO XXIII, 58",Loja/Comércio/Serviço,-10.907994,-37.052081,DOCE METROPOLES ARTIGOS PARA FESTA
IBGE-274732,"PRACA JOAO XXIII, 72",Loja/Comércio/Serviço,-10.908001,-37.052175,CIA DO SORRISO
IBGE-274733,"PRACA JOAO XXIII, 84",Loja/Comércio/Serviço,-10.908053,-37.052311,ESTABELECIMENTO VAGO
IBGE-274734,"PRACA JOAO XXIII, 100",Loja/Comércio/Serviço,-10.907981,-37.052506,NARCISO
IBGE-274735,"PRACA JOAO XXIII, 41",Loja/Comércio/Serviço,-10.907743,-37.05264,SHOPPING BOX
IBGE-274736,"PRACA JOAO XXIII, 176",Loja/Comércio/Serviço,-10.907914,-37.05276,ED VALDOMIRO TEOFILO
IBGE-274737,"PRACA JOAO XXIII, 192",Loja/Comércio/Serviço,-10.907909,-37.052948,QUALQUER PECA 15
IBGE-274738,"PRACA JOAO XXIII, 204",Loja/Comércio/Serviço,-10.907972,-37.053052,HUTEBA
IBGE-274739,"PRACA JOAO XXIII, 214",Loja/Comércio/Serviço,-10.908087,-37.053216,ESTABELECIMENTO VAGO
IBGE-274740,"PRACA JOAO XXIII, 230",Loja/Comércio/Serviço,-10.907955,-37.053298,ARTE E ESSENCIA ARMARINHO E BIJU
IBGE-274741,"PRACA JOAO XXIII, 234",Loja/Comércio/Serviço,-10.908077,-37.053263,ARMARINHO CARVALHO
IBGE-274742,"PRACA JOAO XXIII, 240",Loja/Comércio/Serviço,-10.908103,-37.053426,ARMARINHO EBENEZER
IBGE-274743,"PRACA JOAO XXIII, 250",Loja/Comércio/Serviço,-10.907983,-37.053035,MAGAZINE SANTO ANTONIO
IBGE-274725,"PRACA JOAO XXIII, 174",Residencial,-10.908037,-37.05267,
IBGE-189482723,"PRACA JOAO XXIII, 48",Loja/Comércio/Serviço,-10.908166,-37.052001,FACIL EMPRESTIMOS SEGUROS
IBGE-189482726,"PRACA JOAO XXIII, 58",Loja/Comércio/Serviço,-10.907997,-37.052143,NANAJU COSMETICOS
IBGE-189482728,"PRACA JOAO XXIII, 72",Loja/Comércio/Serviço,-10.907899,-37.052252,POP MAKE MAQUIAGEM E COSMETICOS
IBGE-189482730,"PRACA JOAO XXIII, 176",Loja/Comércio/Serviço,-10.90789,-37.052829,MB AROMAS
IBGE-189482733,"PRACA JOAO XXIII, 176",Loja/Comércio/Serviço,-10.907973,-37.053012,SORVETERIA BIS
IBGE-189482740,"PRACA JOAO XXIII, 176",Loja/Comércio/Serviço,-10.907983,-37.053035,PASTELARIA HONG KONG
IBGE-274596,"RUA APULCRO MOTA, 646",Loja/Comércio/Serviço,-10.906752,-37.050336,LOJAS
IBGE-274597,"RUA APULCRO MOTA, 666",Loja/Comércio/Serviço,-10.906707,-37.050291,LOJAS DE INTRUMENTOS MUSICAIS
IBGE-274598,"RUA APULCRO MOTA, 0",Loja/Comércio/Serviço,-10.906488,-37.050251,EMPORIO DAS ESSENCIAS
IBGE-274599,"RUA APULCRO MOTA, 0",Loja/Comércio/Serviço,-10.906306,-37.050273,ESTACIONAMENTO GBARBOSA
IBGE-274632,"RUA APULCRO MOTA, 548",Loja/Comércio/Serviço,-10.907733,-37.050313,LOSEL EMBALAGENS
IBGE-274633,"RUA APULCRO MOTA, 554",Loja/Comércio/Serviço,-10.907611,-37.050337,CANTINHO DAS EMBALAGENS
IBGE-274634,"RUA APULCRO MOTA, 560",Loja/Comércio/Serviço,-10.907583,-37.050353,NORDESTE EMBALAGENS
IBGE-274635,"RUA APULCRO MOTA, 572",Loja/Comércio/Serviço,-10.907538,-37.050349,CENTRAL EMBALAGENS
IBGE-274636,"RUA APULCRO MOTA, 578",Loja/Comércio/Serviço,-10.907474,-37.050396,MAPEL EMBALAGENS
IBGE-274637,"RUA APULCRO MOTA, 596",Loja/Comércio/Serviço,-10.907452,-37.050421,KIPLAST
IBGE-274638,"RUA APULCRO MOTA, 602",Loja/Comércio/Serviço,-10.907326,-37.05036,ATACADAO DAS EMBALAGENS
IBGE-274639,"RUA APULCRO MOTA, 614",Loja/Comércio/Serviço,-10.907294,-37.050349,ATACADAO DAS EMBALAGENS
IBGE-274640,"RUA APULCRO MOTA, 620",Loja/Comércio/Serviço,-10.907216,-37.050368,DONA DA MODA CALCADOS E ACESSORIOS
IBGE-189482607,"RUA APULCRO MOTA, 566",Loja/Comércio/Serviço,-10.907527,-37.050415,DIAMANTE CELL
IBGE-274650,"RUA APULCRO MOTA, 531",Loja/Comércio/Serviço,-10.907801,-37.050331,TELES ANDRADE
IBGE-274651,"RUA APULCRO MOTA, 519",Loja/Comércio/Serviço,-10.907956,-37.050338,MULEKADA BRINQUEDOS E VARIEDADES
IBGE-274652,"RUA APULCRO MOTA, 517",Loja/Comércio/Serviço,-10.908,-37.050399,CIA DO SONO
IBGE-274653,"RUA APULCRO MOTA, 453",Loja/Comércio/Serviço,-10.908267,-37.050361,ESTACIONAMENTO
IBGE-274655,"RUA APULCRO MOTA, 433",Loja/Comércio/Serviço,-10.908425,-37.050385,LOJAS GUANABARA
IBGE-189482635,"RUA APULCRO MOTA, 523",Loja/Comércio/Serviço,-10.90791,-37.050395,ESTETIC ORTHO
IBGE-189482638,"RUA APULCRO MOTA, 511",Loja/Comércio/Serviço,-10.908057,-37.050335,PONTO BANESE
IBGE-274768,"RUA APULCRO MOTA, 629",Loja/Comércio/Serviço,-10.906944,-37.050295,O ITALIANO
IBGE-274769,"RUA APULCRO MOTA, 625",Loja/Comércio/Serviço,-10.906947,-37.050425,IRMAOS SOUZA
IBGE-274770,"RUA APULCRO MOTA, 621",Loja/Comércio/Serviço,-10.907042,-37.050307,WANG PRESENTES E VARIEDADES
IBGE-274771,"RUA APULCRO MOTA, 611",Loja/Comércio/Serviço,-10.907079,-37.050401,MAIS MOVEIS
IBGE-274772,"RUA APULCRO MOTA, 609",Loja/Comércio/Serviço,-10.907128,-37.050574,LOJA DE ELETRONICA
IBGE-274773,"RUA APULCRO MOTA, 609",Loja/Comércio/Serviço,-10.907176,-37.050512,ELETRONICA CENTRAL
IBGE-274774,"RUA APULCRO MOTA, 599",Loja/Comércio/Serviço,-10.90728,-37.050365,LOJA DE UM 99
IBGE-274775,"RUA APULCRO MOTA, 573",Loja/Comércio/Serviço,-10.90741,-37.050356,MDC ESTOFADOS
IBGE-274776,"RUA APULCRO MOTA, 563",Loja/Comércio/Serviço,-10.907552,-37.050343,FL COLCHOES
IBGE-274777,"RUA APULCRO MOTA, 559",Loja/Comércio/Serviço,-10.90759,-37.050403,ELENA E RUAN PASTELARIA
IBGE-274778,"RUA APULCRO MOTA, 553",Loja/Comércio/Serviço,-10.907645,-37.050392,PAULISTAO LOJA DE ROUPAS
IBGE-274779,"RUA APULCRO MOTA, 549",Loja/Comércio/Serviço,-10.907692,-37.050277,CASA DA BAVIERA CAFETERIA E DOCERIA
IBGE-274780,"RUA APULCRO MOTA, 545",Loja/Comércio/Serviço,-10.907748,-37.05041,PURO CHARME JEANS
IBGE-189482767,"RUA APULCRO MOTA, 587",Loja/Comércio/Serviço,-10.907334,-37.050307,SHOPPING STYLO CENTER
IBGE-189482769,"RUA APULCRO MOTA, 573",Loja/Comércio/Serviço,-10.90737,-37.050373,ESTABELECIMENTO VAGO
IBGE-189482772,"RUA APULCRO MOTA, 573",Loja/Comércio/Serviço,-10.907457,-37.050388,MUNDO DOS CABELOS
IBGE-189482774,"RUA APULCRO MOTA, 573",Loja/Comércio/Serviço,-10.907491,-37.050381,LADY BELLA DISTRIBUIDORA DE CALCADOS
IBGE-189482776,"RUA APULCRO MOTA, 573",Loja/Comércio/Serviço,-10.90751,-37.050357,ATACADAO DAS BOLSAS
IBGE-274805,"RUA APULCRO MOTA, 677",Loja/Comércio/Serviço,-10.906504,-37.049992,POUSADA PORTAL DO NORTE
IBGE-274806,"RUA APULCRO MOTA, 669",Loja/Comércio/Serviço,-10.906584,-37.050372,QUASE TUDO
IBGE-274807,"RUA APULCRO MOTA, 667",Loja/Comércio/Serviço,-10.9065,-37.050349,TREVO EMBALAGENS
IBGE-189482808,"RUA APULCRO MOTA, 150",Loja/Comércio/Serviço,-10.906621,-37.050507,ASA ESSENCIAS
IBGE-189482810,"RUA APULCRO MOTA, 150",Loja/Comércio/Serviço,-10.906777,-37.050349,MULTBOMBAS
IBGE-274574,"RUA JOSE DO PRADO FRANCO, 148",Loja/Comércio/Serviço,-10.906378,-37.049218,GBARBOSA CENCOSUD
IBGE-274575,"RUA JOSE DO PRADO FRANCO, 136",Loja/Comércio/Serviço,-10.906588,-37.049248,EMBALA FEST
IBGE-274576,"RUA JOSE DO PRADO FRANCO, 132",Loja/Comércio/Serviço,-10.906668,-37.049356,LAY E LUC BABY
IBGE-274577,"RUA JOSE DO PRADO FRANCO, 126",Loja/Comércio/Serviço,-10.906746,-37.049211,PALACIO DOS ORIXAS
IBGE-274578,"RUA JOSE DO PRADO FRANCO, 122",Loja/Comércio/Serviço,-10.90676,-37.049134,JR CELL ATACADO E VAREJO
IBGE-274579,"RUA JOSE DO PRADO FRANCO, 118",Loja/Comércio/Serviço,-10.906777,-37.049154,OFICINA DO SMARTPHONE
IBGE-189482541,"RUA JOSE DO PRADO FRANCO, 122",Serviço Público/Privado,-10.906741,-37.049145,ODONTO CLINICA ODONTOLOGICA
IBGE-274612,"RUA JOSE DO PRADO FRANCO, 621",Loja/Comércio/Serviço,-10.906895,-37.049068,BELA VISTA MOVEIS
IBGE-274613,"RUA JOSE DO PRADO FRANCO, 607",Loja/Comércio/Serviço,-10.90716,-37.0493,SHOPPING ARACAJU
IBGE-274616,"RUA JOSE DO PRADO FRANCO, 591",Loja/Comércio/Serviço,-10.907257,-37.04924,CASAS OLIVEIRA
IBGE-274617,"RUA JOSE DO PRADO FRANCO, 557",Loja/Comércio/Serviço,-10.907601,-37.049381,ASSOCIACAO COMERCIAL E EMPRESARIAL DE SERGIPE
IBGE-274817,"RUA JOSE DO PRADO FRANCO, 0",Loja/Comércio/Serviço,-10.907412,-37.049143,MERCADO MUNICIPAL
IBGE-274580,"RUA PROFESSOR FLORENTINO MENEZES, 10",Loja/Comércio/Serviço,-10.906773,-37.049345,RAIOS DO SOL IEMANJA
IBGE-274581,"RUA PROFESSOR FLORENTINO MENEZES, 14",Loja/Comércio/Serviço,-10.906857,-37.04937,ATACADAO DAS ERVAS
IBGE-274582,"RUA PROFESSOR FLORENTINO MENEZES, 18",Loja/Comércio/Serviço,-10.906861,-37.049394,NORTELAR
IBGE-274583,"RUA PROFESSOR FLORENTINO MENEZES, 26",Loja/Comércio/Serviço,-10.906917,-37.049425,CASA DE ERVAS DO BOSCO
IBGE-274586,"RUA PROFESSOR FLORENTINO MENEZES, 40",Loja/Comércio/Serviço,-10.906839,-37.049623,AMAZONAS DECORACOES
IBGE-274588,"RUA PROFESSOR FLORENTINO MENEZES, 60",Loja/Comércio/Serviço,-10.906921,-37.049775,ATELIE DA FESTA
IBGE-274589,"RUA PROFESSOR FLORENTINO MENEZES, 64",Loja/Comércio/Serviço,-10.906907,-37.049832,IRMAOS SOUZA
IBGE-274590,"RUA PROFESSOR FLORENTINO MENEZES, 70",Loja/Comércio/Serviço,-10.906894,-37.049884,CASA DAS MASSAS
IBGE-274591,"RUA PROFESSOR FLORENTINO MENEZES, 74",Loja/Comércio/Serviço,-10.906926,-37.049908,SEM DENOMINACAO
IBGE-274592,"RUA PROFESSOR FLORENTINO MENEZES, 78",Loja/Comércio/Serviço,-10.906871,-37.04993,LOJA DE CALCADOS
IBGE-274593,"RUA PROFESSOR FLORENTINO MENEZES, 84",Loja/Comércio/Serviço,-10.906843,-37.050007,MIX PRESENTES
IBGE-274594,"RUA PROFESSOR FLORENTINO MENEZES, 86",Loja/Comércio/Serviço,-10.906894,-37.050044,MINI PRECO
IBGE-274595,"RUA PROFESSOR FLORENTINO MENEZES, 646",Loja/Comércio/Serviço,-10.906976,-37.050123,D MALAS
IBGE-189482558,"RUA PROFESSOR FLORENTINO MENEZES, 32",Loja/Comércio/Serviço,-10.906888,-37.049531,AMAZONAS PREMIUM
IBGE-189482561,"RUA PROFESSOR FLORENTINO MENEZES, 646",Loja/Comércio/Serviço,-10.906994,-37.050155,NOVO LAR
IBGE-189482564,"RUA PROFESSOR FLORENTINO MENEZES, 646",Loja/Comércio/Serviço,-10.906964,-37.050164,IMPORTASE
IBGE-274601,"RUA PROFESSOR FLORENTINO MENEZES, 83",Loja/Comércio/Serviço,-10.906813,-37.050114,MAREZAO DOS MOVEIS
