id_espaco,rua,tipo_ibge,lat,lon,nome_estab
IBGE-279447,"RUA DIVINA PASTORA, 522",Loja/Comércio/Serviço,-10.909108,-37.054053,ESTABELECIMENTO VAGO
IBGE-279448,"RUA DIVINA PASTORA, 528",Loja/Comércio/Serviço,-10.909095,-37.054075,ESTACIONAMENTO DA GRAFICA J ANDRADE
IBGE-279449,"RUA DIVINA PASTORA, 522",Residencial,-10.909108,-37.054053,
IBGE-279450,"RUA DIVINA PASTORA, 536",Loja/Comércio/Serviço,-10.909123,-37.054125,BARBEIRO
IBGE-279451,"RUA DIVINA PASTORA, 540",Serviço Público/Privado,-10.909105,-37.054297,ESTABELECIMENTO VAGO
IBGE-279452,"RUA DIVINA PASTORA, 0",Loja/Comércio/Serviço,-10.909133,-37.054425,FUNDO DA ESCOLA
IBGE-279453,"RUA DIVINA PASTORA, 576",Residencial,-10.909173,-37.054528,
IBGE-279454,"RUA DIVINA PASTORA, 582",Residencial,-10.909135,-37.054568,
IBGE-279454,"RUA DIVINA PASTORA, 582",Loja/Comércio/Serviço,-10.909135,-37.054568,ELETRONICA
IBGE-279456,"RUA DIVINA PASTORA, 586",Residencial,-10.909148,-37.054585,
IBGE-279457,"RUA DIVINA PASTORA, 590",Residencial,-10.909163,-37.054622,
IBGE-279458,"RUA DIVINA PASTORA, 592",Residencial,-10.909143,-37.054695,
IBGE-279462,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279464,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279465,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279466,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279470,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279471,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279472,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279473,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279474,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279475,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279476,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279477,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279478,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279479,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279480,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279481,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279482,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279483,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279484,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279485,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279486,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279487,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279488,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279489,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279490,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279491,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279492,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-279493,"RUA DIVINA PASTORA, 536",Residencial,-10.909115,-37.054168,
IBGE-222237076,"RUA DIVINA PASTORA, 522",Residencial,-10.909105,-37.054052,
IBGE-279541,"RUA DIVINA PASTORA, 438",Loja/Comércio/Serviço,-10.90904,-37.053303,GARAGEM DE TAXISTAS
IBGE-279542,"RUA DIVINA PASTORA, 450",Loja/Comércio/Serviço,-10.909018,-37.053597,BANCA DE REVISTAS
IBGE-279546,"RUA DIVINA PASTORA, 454",Loja/Comércio/Serviço,-10.909052,-37.053433,COOPERTALSE DE STO AMARO
IBGE-279547,"RUA DIVINA PASTORA, 450",Residencial,-10.90904,-37.053343,
IBGE-279540,"RUA DIVINA PASTORA, 438",Residencial,-10.909041,-37.053276,
IBGE-222237105,"RUA DIVINA PASTORA, 438",Residencial,-10.909041,-37.053276,
IBGE-279157,"RUA LAGARTO, 50",Loja/Comércio/Serviço,-10.906708,-37.05353,ESTABELECIMENTO VAGO
IBGE-279158,"RUA LAGARTO, 50",Loja/Comércio/Serviço,-10.906682,-37.053547,K SOM
IBGE-279159,"RUA LAGARTO, 50",Residencial,-10.906682,-37.053523,
IBGE-279162,"RUA LAGARTO, 68",Loja/Comércio/Serviço,-10.906888,-37.053548,DISTRIBUIDORA DE PELICULAS
IBGE-279163,"RUA LAGARTO, 58",Residencial,-10.9068,-37.053542,
IBGE-279164,"RUA LAGARTO, 58",Residencial,-10.9068,-37.053542,
IBGE-279165,"RUA LAGARTO, 58",Residencial,-10.9068,-37.053542,
IBGE-279166,"RUA LAGARTO, 58",Residencial,-10.9068,-37.053542,
IBGE-279167,"RUA LAGARTO, 58",Residencial,-10.906818,-37.053572,
IBGE-279168,"RUA LAGARTO, 68",Loja/Comércio/Serviço,-10.906893,-37.053555,ESCRITORIO
IBGE-279169,"RUA LAGARTO, 68",Residencial,-10.906928,-37.05357,
IBGE-279170,"RUA LAGARTO, 68",Residencial,-10.906833,-37.053543,
IBGE-279171,"RUA LAGARTO, 68",Residencial,-10.906815,-37.053547,
IBGE-279172,"RUA LAGARTO, 68",Residencial,-10.906815,-37.053547,
IBGE-222236808,"RUA LAGARTO, 42",Loja/Comércio/Serviço,-10.906572,-37.053528,ESTACIONAMENTO DA AGROVEL
IBGE-222236813,"RUA LAGARTO, 50",Loja/Comércio/Serviço,-10.906755,-37.053478,ESTACIONAMENTO DE COOPERATIVA
IBGE-222236816,"RUA LAGARTO, 58",Loja/Comércio/Serviço,-10.9068,-37.053542,SLIDDA DHARMA MANDALAM
IBGE-222236818,"RUA LAGARTO, 68",Residencial,-10.906853,-37.053585,
IBGE-222236820,"RUA LAGARTO, 68",Residencial,-10.906853,-37.053585,
IBGE-222236822,"RUA LAGARTO, 68",Residencial,-10.906853,-37.053585,
IBGE-222236823,"RUA LAGARTO, 68",Residencial,-10.906853,-37.053585,
IBGE-222236824,"RUA LAGARTO, 218",Residencial,-10.907107,-37.053558,
IBGE-222236826,"RUA LAGARTO, 68",Residencial,-10.907065,-37.053412,
IBGE-279233,"RUA LAGARTO, 51",Loja/Comércio/Serviço,-10.90682,-37.053452,OFICINA DE CARROS
IBGE-279234,"RUA LAGARTO, 43",Loja/Comércio/Serviço,-10.906782,-37.053465,COUROCAR REVESTIMENTOS
IBGE-279235,"RUA LAGARTO, 35",Galpão/Ruína/Obra,-10.906588,-37.053413,
IBGE-279236,"RUA LAGARTO, 0",Galpão/Ruína/Obra,-10.906542,-37.05343,
IBGE-279237,"RUA LAGARTO, 27",Galpão/Ruína/Obra,-10.906542,-37.05343,
IBGE-279238,"RUA LAGARTO, 27",Loja/Comércio/Serviço,-10.906542,-37.05343,PRODUTOS NATURAIS E RELIGIOSOS
IBGE-279239,"RUA LAGARTO, 19",Loja/Comércio/Serviço,-10.906485,-37.053382,G E M EQUIPADORA
IBGE-279279,"RUA LAGARTO, 99",Residencial,-10.907077,-37.053492,
IBGE-222236942,"RUA LAGARTO, 200",Loja/Comércio/Serviço,-10.907103,-37.0534,DEPOSITO
IBGE-222236945,"RUA LAGARTO, 99",Loja/Comércio/Serviço,-10.90701,-37.053543,RESTAURANTE
IBGE-222236947,"RUA LAGARTO, 99",Loja/Comércio/Serviço,-10.90701,-37.053543,SALAO DE BELEZA REALEZA HAIR
IBGE-222236950,"RUA LAGARTO, 99",Loja/Comércio/Serviço,-10.906967,-37.053555,AJU CELULARES
IBGE-279326,"RUA LAGARTO, 221",Loja/Comércio/Serviço,-10.907428,-37.053548,ESTABELECIMENTO VAGO
IBGE-279327,"RUA LAGARTO, 146",Residencial,-10.90754,-37.053578,
IBGE-279328,"RUA LAGARTO, 152",Residencial,-10.907565,-37.05361,
IBGE-279329,"RUA LAGARTO, 154",Residencial,-10.907622,-37.053648,
IBGE-279330,"RUA LAGARTO, 154",Residencial,-10.907628,-37.053565,
IBGE-279331,"RUA LAGARTO, 154",Loja/Comércio/Serviço,-10.907652,-37.053592,CAMADAS MODA PRAIA
IBGE-279332,"RUA LAGARTO, 162",Residencial,-10.90768,-37.053572,
IBGE-279333,"RUA LAGARTO, 162",Loja/Comércio/Serviço,-10.90768,-37.053572,CANTINHO PERSONALIZADOS
IBGE-279334,"RUA LAGARTO, 166",Loja/Comércio/Serviço,-10.907718,-37.053548,GIRASSOL BEACH E FITNESS
IBGE-222236999,"RUA LAGARTO, 146",Loja/Comércio/Serviço,-10.90754,-37.053578,DECORAT
IBGE-222237001,"RUA LAGARTO, 146",Residencial,-10.907597,-37.053497,
IBGE-279426,"RUA LAGARTO, 271",Residencial,-10.908183,-37.053547,
IBGE-279427,"RUA LAGARTO, 271",Loja/Comércio/Serviço,-10.908188,-37.053533,LANCHONETE COME COME DA LALA
IBGE-279429,"RUA LAGARTO, 238",Loja/Comércio/Serviço,-10.908317,-37.053507,PONTO DO BANESE
IBGE-279430,"RUA LAGARTO, 238",Loja/Comércio/Serviço,-10.90835,-37.053523,REPUBLICA DA COMUNICACAO
IBGE-279431,"RUA LAGARTO, 238",Loja/Comércio/Serviço,-10.90841,-37.053553,ESTABELECIMENTO VAGO
IBGE-279432,"RUA LAGARTO, 264",Loja/Comércio/Serviço,-10.908587,-37.053612,GRAFICA V8
IBGE-279433,"RUA LAGARTO, 240",Loja/Comércio/Serviço,-10.90844,-37.053577,LOJA DE CONFECCAO
IBGE-279435,"RUA LAGARTO, 253",Loja/Comércio/Serviço,-10.90863,-37.053652,ESTABELECIMENTO VAGO
IBGE-279436,"RUA LAGARTO, 292",Loja/Comércio/Serviço,-10.908882,-37.053645,SALAO DE BELEZA ROSA SARON
IBGE-279437,"RUA LAGARTO, 296",Loja/Comércio/Serviço,-10.908895,-37.05366,DR COMPUTADOR
IBGE-279438,"RUA LAGARTO, 306",Loja/Comércio/Serviço,-10.909022,-37.05367,ESTABELECIMENTO VAGO
IBGE-279439,"RUA LAGARTO, 298",Loja/Comércio/Serviço,-10.908978,-37.053712,LOJA DE ARTIGOS PARA O LAR
IBGE-279428,"RUA LAGARTO, 238",Serviço Público/Privado,-10.908438,-37.053575,CENTRO DE ESPECIALIDADES ODONTOLOGICAS P
IBGE-222237055,"RUA LAGARTO, 271",Residencial,-10.908227,-37.05352,
IBGE-279551,"RUA LAGARTO, 275",Loja/Comércio/Serviço,-10.908738,-37.05356,ESTACIONAMENTO
IBGE-279552,"RUA LAGARTO, 267",Loja/Comércio/Serviço,-10.90869,-37.05358,ESTABELECIMENTO VAGO
IBGE-279553,"RUA LAGARTO, 253",Loja/Comércio/Serviço,-10.908577,-37.053628,BIBLIOTECA UNIT
IBGE-279554,"RUA LAGARTO, 251",Residencial,-10.908543,-37.053605,
IBGE-279555,"RUA LAGARTO, 245",Loja/Comércio/Serviço,-10.908492,-37.053635,LILIU CALCADOS
IBGE-279556,"RUA LAGARTO, 245",Residencial,-10.908508,-37.053642,
IBGE-279557,"RUA LAGARTO, 245",Residencial,-10.908508,-37.053642,
IBGE-279559,"RUA LAGARTO, 241",Loja/Comércio/Serviço,-10.908375,-37.053682,LOJA DE COSMETICOS
IBGE-279560,"RUA LAGARTO, 237",Loja/Comércio/Serviço,-10.90842,-37.05358,SALAO DE BELEZA JO
IBGE-279560,"RUA LAGARTO, 237",Residencial,-10.90842,-37.05358,
IBGE-279561,"RUA LAGARTO, 231",Loja/Comércio/Serviço,-10.908373,-37.053608,DEPOSITO
IBGE-222237111,"RUA LAGARTO, 287",Loja/Comércio/Serviço,-10.908897,-37.05367,CONFEIRART
IBGE-222237113,"RUA LAGARTO, 287",Residencial,-10.908786,-37.053603,
IBGE-222237115,"RUA LAGARTO, 287",Residencial,-10.908786,-37.053603,
IBGE-222237116,"RUA LAGARTO, 287",Residencial,-10.908786,-37.053603,
IBGE-222237117,"RUA LAGARTO, 245",Residencial,-10.908512,-37.053635,
IBGE-222237118,"RUA LAGARTO, 245",Residencial,-10.908512,-37.053635,
IBGE-222237119,"RUA LAGARTO, 245",Residencial,-10.908462,-37.0536,
IBGE-222237122,"RUA LAGARTO, 245",Residencial,-10.908462,-37.0536,
IBGE-222237126,"RUA LAGARTO, 287",Residencial,-10.908786,-37.053603,
IBGE-222237129,"RUA LAGARTO, 287",Residencial,-10.908786,-37.053603,
IBGE-222237132,"RUA LAGARTO, 287",Residencial,-10.908786,-37.053603,
IBGE-222237135,"RUA LAGARTO, 287",Residencial,-10.908786,-37.053603,
IBGE-222237138,"RUA LAGARTO, 287",Residencial,-10.908786,-37.053603,
IBGE-222237145,"RUA LAGARTO, 287",Residencial,-10.908786,-37.053603,
IBGE-222237147,"RUA LAGARTO, 287",Loja/Comércio/Serviço,-10.908786,-37.053603,DEPOSITO
IBGE-279210,"RUA SIMAO DIAS, 75",Residencial,-10.907033,-37.054863,
IBGE-279211,"RUA SIMAO DIAS, 69",Residencial,-10.906983,-37.054843,
IBGE-279212,"RUA SIMAO DIAS, 65",Loja/Comércio/Serviço,-10.906897,-37.054845,ESTABELECIMENTO VAGO
IBGE-279213,"RUA SIMAO DIAS, 59",Residencial,-10.906858,-37.054852,
IBGE-279214,"RUA SIMAO DIAS, 53",Residencial,-10.906858,-37.054852,
IBGE-279215,"RUA SIMAO DIAS, 45",Residencial,-10.906773,-37.05487,
IBGE-279215,"RUA SIMAO DIAS, 45",Loja/Comércio/Serviço,-10.906773,-37.05487,RESTAURANTE
IBGE-279216,"RUA SIMAO DIAS, 29",Loja/Comércio/Serviço,-10.906652,-37.054803,ESTACIONAMENTO
IBGE-279217,"RUA SIMAO DIAS, 37",Residencial,-10.90668,-37.05483,
IBGE-222236861,"RUA SIMAO DIAS, 83",Loja/Comércio/Serviço,-10.907098,-37.054752,LOJA DE TINTAS
IBGE-222236863,"RUA SIMAO DIAS, 29",Loja/Comércio/Serviço,-10.906652,-37.054803,RESTAURANTE DA COMIDA CASEIRA
IBGE-279382,"RUA SIMAO DIAS, 183",Loja/Comércio/Serviço,-10.908022,-37.054837,BAR DA ANA
IBGE-279383,"RUA SIMAO DIAS, 181",Residencial,-10.907942,-37.054902,
IBGE-279384,"RUA SIMAO DIAS, 177",Residencial,-10.907942,-37.054902,
IBGE-279385,"RUA SIMAO DIAS, 171",Residencial,-10.907892,-37.054907,
IBGE-279386,"RUA SIMAO DIAS, 165",Loja/Comércio/Serviço,-10.90784,-37.054912,NETO MAQ PERSONALIZADOS
IBGE-279387,"RUA SIMAO DIAS, 163",Loja/Comércio/Serviço,-10.9078,-37.054868,ATELIE
IBGE-279388,"RUA SIMAO DIAS, 153",Residencial,-10.907738,-37.054892,
IBGE-279389,"RUA SIMAO DIAS, 149",Residencial,-10.907675,-37.054877,
IBGE-279390,"RUA SIMAO DIAS, 147",Residencial,-10.907675,-37.054873,
IBGE-279391,"RUA SIMAO DIAS, 143",Residencial,-10.907617,-37.054843,
IBGE-279393,"RUA SIMAO DIAS, 139",Residencial,-10.90759,-37.054845,
IBGE-279394,"RUA SIMAO DIAS, 137",Residencial,-10.90757,-37.05487,
IBGE-279395,"RUA SIMAO DIAS, 135",Loja/Comércio/Serviço,-10.907528,-37.054827,ESCRITORIO DE CONTABILIDADE
IBGE-279396,"RUA SIMAO DIAS, 131",Residencial,-10.907495,-37.05488,
IBGE-279397,"RUA SIMAO DIAS, 129",Residencial,-10.907495,-37.05488,
IBGE-279398,"RUA SIMAO DIAS, 125",Residencial,-10.907435,-37.054887,
IBGE-279399,"RUA SIMAO DIAS, 119",Residencial,-10.907428,-37.05484,
IBGE-279400,"RUA SIMAO DIAS, 115",Residencial,-10.907367,-37.05487,
IBGE-279401,"RUA SIMAO DIAS, 113",Residencial,-10.907303,-37.054853,
IBGE-279402,"RUA SIMAO DIAS, 113",Loja/Comércio/Serviço,-10.907303,-37.054853,ODAIR MECANICA DE CARROS
IBGE-279403,"RUA SIMAO DIAS, 109",Residencial,-10.907303,-37.054853,
IBGE-279403,"RUA SIMAO DIAS, 109",Loja/Comércio/Serviço,-10.907303,-37.054853,SALAO FATIMA CABELEREIRA
IBGE-279405,"RUA SIMAO DIAS, 97",Residencial,-10.907182,-37.054758,
IBGE-279406,"RUA SIMAO DIAS, 97",Residencial,-10.907182,-37.054758,
IBGE-279408,"RUA SIMAO DIAS, 97",Loja/Comércio/Serviço,-10.907242,-37.05483,DEPOSITO DE BEBIDAS DO POVO
IBGE-279504,"RUA SIMAO DIAS, 303",Loja/Comércio/Serviço,-10.909123,-37.054843,ESTABELECIMENTO VAGO
IBGE-279507,"RUA SIMAO DIAS, 293",Residencial,-10.909062,-37.054808,
IBGE-279508,"RUA SIMAO DIAS, 289",Residencial,-10.909062,-37.054808,
IBGE-279509,"RUA SIMAO DIAS, 285",Loja/Comércio/Serviço,-10.90895,-37.054808,ESCRITORIO DE CONTABILIDADE ACERVO DOC
IBGE-279510,"RUA SIMAO DIAS, 281",Residencial,-10.90895,-37.054808,
IBGE-279511,"RUA SIMAO DIAS, 281",Loja/Comércio/Serviço,-10.90892,-37.054815,CRED AJU
IBGE-279512,"RUA SIMAO DIAS, 275",Loja/Comércio/Serviço,-10.908807,-37.054945,ESTABELECIMENTO VAGO
IBGE-279514,"RUA SIMAO DIAS, 265",Residencial,-10.90873,-37.054932,
IBGE-279515,"RUA SIMAO DIAS, 261",Residencial,-10.908673,-37.054963,
IBGE-279516,"RUA SIMAO DIAS, 251",Serviço Público/Privado,-10.908583,-37.054958,CENTRO DE EXCELENCIA PROF GONCALO ROLLEMBERG LEITE
IBGE-279517,"RUA SIMAO DIAS, 219",Loja/Comércio/Serviço,-10.908323,-37.054937,LOJA DE CONFECCAO MISTER JHON
IBGE-279518,"RUA SIMAO DIAS, 215",Residencial,-10.90826,-37.054913,
IBGE-279519,"RUA SIMAO DIAS, 213",Loja/Comércio/Serviço,-10.908262,-37.054945,LOJA DE CONFECCAO ADUI
IBGE-279520,"RUA SIMAO DIAS, 209",Residencial,-10.908183,-37.054835,
IBGE-222237084,"RUA SIMAO DIAS, 299",Residencial,-10.909027,-37.054897,
IBGE-222237085,"RUA SIMAO DIAS, 209",Loja/Comércio/Serviço,-10.908187,-37.054895,STUDIO DE TATUAGEM
IBGE-279226,"TRAVESSA SANTO ANTONIO, 221",Residencial,-10.906842,-37.05301,
IBGE-279228,"TRAVESSA SANTO ANTONIO, 219",Residencial,-10.906913,-37.053085,
IBGE-279229,"TRAVESSA SANTO ANTONIO, 217",Galpão/Ruína/Obra,-10.906893,-37.053133,
IBGE-279230,"TRAVESSA SANTO ANTONIO, 215",Residencial,-10.906918,-37.053212,
IBGE-279231,"TRAVESSA SANTO ANTONIO, 213",Residencial,-10.906973,-37.053193,
IBGE-279280,"TRAVESSA SANTO ANTONIO, 210",Loja/Comércio/Serviço,-10.906855,-37.053447,CONSERTO DE REGULADORES DE OXIGENIO E MA
IBGE-279281,"TRAVESSA SANTO ANTONIO, 212",Residencial,-10.906897,-37.053247,
IBGE-279282,"TRAVESSA SANTO ANTONIO, 214",Residencial,-10.906867,-37.053248,
IBGE-279283,"TRAVESSA SANTO ANTONIO, 216",Residencial,-10.906853,-37.053122,
IBGE-279284,"TRAVESSA SANTO ANTONIO, 218",Residencial,-10.906862,-37.05307,
IBGE-279285,"TRAVESSA SANTO ANTONIO, 220",Residencial,-10.906888,-37.053088,
IBGE-279286,"TRAVESSA SANTO ANTONIO, 222",Loja/Comércio/Serviço,-10.906853,-37.053017,DEPOSITO DA COMERCIAL ALIANCA
IBGE-279287,"TRAVESSA SANTO ANTONIO, 224",Residencial,-10.906833,-37.052943,
IBGE-279288,"TRAVESSA SANTO ANTONIO, 226",Residencial,-10.906823,-37.052842,
IBGE-279289,"TRAVESSA SANTO ANTONIO, 13",Residencial,-10.90688,-37.052783,
IBGE-222236958,"TRAVESSA SANTO ANTONIO, 214",Residencial,-10.906847,-37.05323,
IBGE-222236959,"TRAVESSA SANTO ANTONIO, 218",Residencial,-10.906897,-37.053145,
IBGE-279290,"TRAVESSA SANTO ANTONIO, 11",Residencial,-10.90686,-37.052843,
IBGE-279291,"TRAVESSA SANTO ANTONIO, 9",Residencial,-10.906842,-37.052858,
IBGE-279292,"TRAVESSA SANTO ANTONIO, 7",Residencial,-10.906807,-37.052855,
IBGE-279293,"TRAVESSA SANTO ANTONIO, 0",Loja/Comércio/Serviço,-10.906688,-37.05293,DEPOSITO
IBGE-279294,"TRAVESSA SANTO ANTONIO, 3",Loja/Comércio/Serviço,-10.906602,-37.052957,DEPOSITO DA COMERCIAL ALIANCA
IBGE-279295,"TRAVESSA SANTO ANTONIO, 1",Loja/Comércio/Serviço,-10.906498,-37.052903,DEPOSITO DA COMERCIAL ALIANCA
IBGE-279296,"TRAVESSA SANTO ANTONIO, 0",Loja/Comércio/Serviço,-10.906475,-37.052948,COZINHA DO RESTAURANTE
IBGE-279335,"AVENIDA MAMEDE PAES MENDONCA, 266",Residencial,-10.907855,-37.053637,
IBGE-279336,"AVENIDA MAMEDE PAES MENDONCA, 266",Residencial,-10.907855,-37.053637,
IBGE-279337,"AVENIDA MAMEDE PAES MENDONCA, 266",Residencial,-10.907855,-37.053637,
IBGE-279338,"AVENIDA MAMEDE PAES MENDONCA, 266",Residencial,-10.907855,-37.053637,
IBGE-279339,"AVENIDA MAMEDE PAES MENDONCA, 266",Residencial,-10.907855,-37.053637,
IBGE-279341,"AVENIDA MAMEDE PAES MENDONCA, 266",Residencial,-10.907855,-37.053637,
IBGE-279342,"AVENIDA MAMEDE PAES MENDONCA, 266",Residencial,-10.907855,-37.053637,
IBGE-279343,"AVENIDA MAMEDE PAES MENDONCA, 266",Residencial,-10.907855,-37.053637,
IBGE-279344,"AVENIDA MAMEDE PAES MENDONCA, 266",Residencial,-10.907855,-37.053637,
IBGE-279345,"AVENIDA MAMEDE PAES MENDONCA, 266",Residencial,-10.907855,-37.053637,
IBGE-279346,"AVENIDA MAMEDE PAES MENDONCA, 266",Residencial,-10.907855,-37.053637,
IBGE-279347,"AVENIDA MAMEDE PAES MENDONCA, 266",Residencial,-10.907855,-37.053637,
IBGE-279348,"AVENIDA MAMEDE PAES MENDONCA, 266",Residencial,-10.907855,-37.053637,
IBGE-279349,"AVENIDA MAMEDE PAES MENDONCA, 266",Loja/Comércio/Serviço,-10.90807,-37.053757,SALAO DE BELEZA SHOPPING DOS CABELOS
IBGE-279350,"AVENIDA MAMEDE PAES MENDONCA, 266",Loja/Comércio/Serviço,-10.907867,-37.053665,ESTABELECIMENTO VAGO
IBGE-279351,"AVENIDA MAMEDE PAES MENDONCA, 266",Loja/Comércio/Serviço,-10.907773,-37.053567,LOJA DE ESSENCIAS
IBGE-279352,"AVENIDA MAMEDE PAES MENDONCA, 266",Loja/Comércio/Serviço,-10.907797,-37.05364,BARBEIRO
IBGE-279353,"AVENIDA MAMEDE PAES MENDONCA, 266",Loja/Comércio/Serviço,-10.907797,-37.05364,PLANETA CELL
IBGE-279354,"AVENIDA MAMEDE PAES MENDONCA, 276",Residencial,-10.908037,-37.053723,
IBGE-279355,"AVENIDA MAMEDE PAES MENDONCA, 276",Residencial,-10.908037,-37.053723,
IBGE-279356,"AVENIDA MAMEDE PAES MENDONCA, 276",Loja/Comércio/Serviço,-10.908037,-37.053723,LOJA FEST FANTASY
IBGE-279357,"AVENIDA MAMEDE PAES MENDONCA, 280",Loja/Comércio/Serviço,-10.908062,-37.053825,TERNURA BABY
IBGE-279358,"AVENIDA MAMEDE PAES MENDONCA, 286",Loja/Comércio/Serviço,-10.908095,-37.053938,LOJA DE ROUPAS TOP AJU
IBGE-279359,"AVENIDA MAMEDE PAES MENDONCA, 292",Loja/Comércio/Serviço,-10.90805,-37.053887,ALOHA CAPS E ACESSORIOS
IBGE-279360,"AVENIDA MAMEDE PAES MENDONCA, 294",Loja/Comércio/Serviço,-10.908062,-37.053915,ARMARINHO BETANIA
IBGE-279361,"AVENIDA MAMEDE PAES MENDONCA, 300",Residencial,-10.908062,-37.05398,
IBGE-279362,"AVENIDA MAMEDE PAES MENDONCA, 300",Residencial,-10.908055,-37.053988,
IBGE-279363,"AVENIDA MAMEDE PAES MENDONCA, 300",Residencial,-10.908057,-37.054052,
IBGE-279364,"AVENIDA MAMEDE PAES MENDONCA, 300",Residencial,-10.908057,-37.054052,
IBGE-279365,"AVENIDA MAMEDE PAES MENDONCA, 300",Residencial,-10.908018,-37.054035,
IBGE-279366,"AVENIDA MAMEDE PAES MENDONCA, 300",Loja/Comércio/Serviço,-10.908018,-37.054035,FESTCOLOR
IBGE-279367,"AVENIDA MAMEDE PAES MENDONCA, 306",Loja/Comércio/Serviço,-10.908012,-37.05408,ESTABELECIMENTO VAGO
IBGE-279368,"AVENIDA MAMEDE PAES MENDONCA, 312",Loja/Comércio/Serviço,-10.908012,-37.05409,ISA ARTES
IBGE-279369,"AVENIDA MAMEDE PAES MENDONCA, 320",Loja/Comércio/Serviço,-10.908033,-37.054212,ARMARINHO UNICORTE
IBGE-279370,"AVENIDA MAMEDE PAES MENDONCA, 324",Loja/Comércio/Serviço,-10.908052,-37.05431,TAURO CONFECCOES
IBGE-279371,"AVENIDA MAMEDE PAES MENDONCA, 328",Loja/Comércio/Serviço,-10.908052,-37.05431,IZA FESTAS
IBGE-279372,"AVENIDA MAMEDE PAES MENDONCA, 332",Loja/Comércio/Serviço,-10.908037,-37.05435,CASA DE VARIEDADES NUTRIVAN
IBGE-279373,"AVENIDA MAMEDE PAES MENDONCA, 342",Loja/Comércio/Serviço,-10.908,-37.054417,LOJA DE ROUPAS INFANTIL
IBGE-279374,"AVENIDA MAMEDE PAES MENDONCA, 346",Residencial,-10.908003,-37.054428,
IBGE-279375,"AVENIDA MAMEDE PAES MENDONCA, 350",Loja/Comércio/Serviço,-10.908037,-37.05449,LANCHONETE
IBGE-279376,"AVENIDA MAMEDE PAES MENDONCA, 358",Residencial,-10.908043,-37.054522,
IBGE-279377,"AVENIDA MAMEDE PAES MENDONCA, 364",Loja/Comércio/Serviço,-10.908042,-37.05463,LOJA MASTER FOGOES
IBGE-279378,"AVENIDA MAMEDE PAES MENDONCA, 366",Loja/Comércio/Serviço,-10.908023,-37.054685,SAPATEIRO
IBGE-279379,"AVENIDA MAMEDE PAES MENDONCA, 368",Loja/Comércio/Serviço,-10.908023,-37.054685,BARBEARIA ALEX
IBGE-279380,"AVENIDA MAMEDE PAES MENDONCA, 372",Loja/Comércio/Serviço,-10.90795,-37.05476,ESTABELECIMENTO VAGO
IBGE-279381,"AVENIDA MAMEDE PAES MENDONCA, 374",Loja/Comércio/Serviço,-10.90795,-37.05476,SUELLEN CABELEREIRA
IBGE-222237020,"AVENIDA MAMEDE PAES MENDONCA, 350",Loja/Comércio/Serviço,-10.908037,-37.05449,ESTACIONAMENTO
IBGE-222237022,"AVENIDA MAMEDE PAES MENDONCA, 336",Loja/Comércio/Serviço,-10.908037,-37.05435,SONHO DE FESTA
IBGE-222237024,"AVENIDA MAMEDE PAES MENDONCA, 280",Residencial,-10.908047,-37.053882,
IBGE-279409,"AVENIDA MAMEDE PAES MENDONCA, 365",Loja/Comércio/Serviço,-10.908102,-37.054568,ARMARINHO NOVO MUNDO
